State,Cycle Year,Level,Seats,Institution,Institution Note,Party Control,Governor,Governor Role,Upper House,Upper House Role,Lower House,Lower House Role,Court Action,Passed,Start Date,End Date,Plan Status,Drawn by,Party drawing,SHPsource,GeoJSON,ZIP,PDF
GA,2010,State Lower,179,Legislature,,Republican,R,,"20 D, 36 R",,"66 D, 113 R, 1 O",,,2011-08-24,2011-12-23,2012-02-23,Superseded,Legislature,Republican,,ga_2010_state_lower_2011-12-23.json,ga_2010_state_lower_2011-12-23.zip,ga_2010_state_lower_2011-12-23.pdf
GA,2010,State Lower,179,Legislature,,Republican,R,,"20 D, 36 R",,"66 D, 113 R, 1 O",,,2012-02-23,2012-05-11,2015-05-12,Superseded,Legislature,Republican,https://www2.census.gov/geo/tiger/TIGER2014/SLDL/tl_2014_13_sldl.zip,ga_2010_state_lower_2012-05-11.json,ga_2010_state_lower_2012-05-11.zip,ga_2010_state_lower_2012-05-11.pdf
GA,2010,State Lower,179,Legislature,,Republican,R,,"18 D, 38 R",,"59 D, 120 R, 1 O",,Rejected challenge to leg. map,2015-05-12,2015-05-12,2021-12-30,Superseded,Legislature,Republican,http://www.legis.ga.gov/Joint/reapportionment/Documents/2015/HOUSE15.zip,ga_2010_state_lower_2015-05-12.json,ga_2010_state_lower_2015-05-12.zip,ga_2010_state_lower_2015-05-12.pdf
GA,2020,Congress,14,Legislature,,Republican,R,,"22 D, 34 R",,"77 D, 103 R",,court sent map back to legislature,2021-12-30,2021-12-30,2023-12-28,Struck by federal court,Legislature,Republican,,ga_2020_congress_2021-12-30.json,ga_2020_congress_2021-12-30.zip,ga_2020_congress_2021-12-30.pdf
GA,2020,Congress,14,Legislature,,Republican,R,,"23 D, 33 R",,"78 D, 102 R",,pending litigation,2023-12-08,2023-12-28,2031-06-30,In litigation,Legislature,Republican,,ga_2020_congress_2023-12-28.json,ga_2020_congress_2023-12-28.zip,ga_2020_congress_2023-12-28.pdf
GA,2020,State Upper,56,Legislature,,Republican,R,,"22 D, 34 R",,"77 D, 103 R",,pending litigation,2021-12-30,2021-12-30,2023-12-28,Struck by federal court,Legislature,Republican,,ga_2020_state_upper_2021-12-30.json,ga_2020_state_upper_2021-12-30.zip,ga_2020_state_upper_2021-12-30.pdf
GA,2020,State Upper,56,Legislature,,Republican,R,,"23 D, 33 R",,"78 D, 102 R",,pending litigation,2023-12-08,2023-12-28,2031-06-30,In litigation,Legislature,Republican,,ga_2020_state_upper_2023-12-28.json,ga_2020_state_upper_2023-12-28.zip,ga_2020_state_upper_2023-12-28.pdf
GA,2020,State Lower,179,Legislature,,Republican,R,,"22 D, 34 R",,"77 D, 103 R",,pending litigation,2021-12-30,2021-12-30,2023-12-28,Struck by federal court,Legislature,Republican,,ga_2020_state_lower_2021-12-30.json,ga_2020_state_lower_2021-12-30.zip,ga_2020_state_lower_2021-12-30.pdf
GA,2020,State Lower,179,Legislature,,Republican,R,,"23 D, 33 R",,"78 D, 102 R",,pending litigation,2023-12-08,2023-12-28,2031-06-30,In litigation,Legislature,Republican,,ga_2020_state_lower_2023-12-28.json,ga_2020_state_lower_2023-12-28.zip,ga_2020_state_lower_2023-12-28.pdf
HI,2000,Congress,2,Politician commission,,Split,D,No role,"22 D, 3 R",No role,"32 D, 19 R",No role,,2001-11-30,2001-11-30,2011-09-26,Superseded,Politician commission,Split,,hi_2000_congress_2001-11-30.json,hi_2000_congress_2001-11-30.zip,hi_2000_congress_2001-11-30.pdf
HI,2000,State Upper,25,Politician commission,,Split,D,No role,"22 D, 3 R",No role,"32 D, 19 R",No role,,2001-11-30,2001-11-30,2011-09-26,Superseded,Politician commission,Split,,hi_2000_state_upper_2001-11-30.json,hi_2000_state_upper_2001-11-30.zip,hi_2000_state_upper_2001-11-30.pdf
HI,2000,State Lower,51,Politician commission,,Split,D,No role,"22 D, 3 R",No role,"32 D, 19 R",No role,,2001-11-30,2001-11-30,2011-09-26,Superseded,Politician commission,Split,,hi_2000_state_lower_2001-11-30.json,hi_2000_state_lower_2001-11-30.zip,hi_2000_state_lower_2001-11-30.pdf
HI,2010,Congress,2,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"43 D, 8 R",No role,,2011-09-26,2011-09-26,2022-01-28,Superseded,Politician commission,Split,http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26.json,hi_2010_congress_2011-09-26.zip,hi_2010_congress_2011-09-26.pdf
HI,2010,State Upper,25,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"43 D, 8 R",No role,Court sent map back to commission,2011-09-26,2011-09-26,2012-03-08,Struck by state court,Politician commission,Split,,hi_2010_state_upper_2011-09-26.json,hi_2010_state_upper_2011-09-26.zip,hi_2010_state_upper_2011-09-26.pdf
HI,2010,State Upper,25,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"43 D, 8 R",No role,Court sent map back to commission,2012-03-08,2012-03-08,2022-01-28,Superseded,Politician commission,Split,http://files.hawaii.gov/dbedt/op/gis/data/senate12.shp.zip,hi_2010_state_upper_2012-03-08.json,hi_2010_state_upper_2012-03-08.zip,hi_2010_state_upper_2012-03-08.pdf
HI,2010,State Lower,51,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"43 D, 8 R",No role,Court sent map back to commission,2011-09-26,2011-09-26,2012-03-08,Struck by state court,Politician commission,Split,,hi_2010_state_lower_2011-09-26.json,hi_2010_state_lower_2011-09-26.zip,hi_2010_state_lower_2011-09-26.pdf
HI,2010,State Lower,51,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"43 D, 8 R",No role,Court sent map back to commission,2012-03-08,2012-03-08,2022-01-28,Superseded,Politician commission,Split,http://files.hawaii.gov/dbedt/op/gis/data/house12.shp.zip,hi_2010_state_lower_2012-03-08.json,hi_2010_state_lower_2012-03-08.zip,hi_2010_state_lower_2012-03-08.pdf
HI,2020,Congress,2,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"47 D, 4 R",No role,,2022-01-31,2022-01-31,2031-06-30,Active,Legislature,Democratic,,hi_2020_congress_2022-01-31.json,hi_2020_congress_2022-01-31.zip,hi_2020_congress_2022-01-31.pdf
HI,2020,State Upper,25,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"47 D, 4 R",No role,rejected challenge to commission map,2022-01-31,2022-01-31,2031-06-30,Active,Legislature,Democratic,,hi_2020_state_upper_2022-01-31.json,hi_2020_state_upper_2022-01-31.zip,hi_2020_state_upper_2022-01-31.pdf
HI,2020,State Lower,51,Politician commission,,Split,D,No role,"24 D, 1 R",No role,"47 D, 4 R",No role,rejected challenge to commission map,2022-01-31,2022-01-31,2031-06-30,Active,Legislature,Democratic,,hi_2020_state_lower_2022-01-31.json,hi_2020_state_lower_2022-01-31.zip,hi_2020_state_lower_2022-01-31.pdf
IA,2000,Congress,5,Advisory commission,,Split,D,,"20 D, 30 R",,"44 D, 56 R",,,2001-06-22,2001-06-22,2011-04-19,Superseded,Legislature,Split,,ia_2000_congress_2001-06-22.json,ia_2000_congress_2001-06-22.zip,ia_2000_congress_2001-06-22.pdf
IA,2000,State Upper,50,Advisory commission,,Split,D,,"20 D, 30 R",,"44 D, 56 R",,,2001-06-22,2001-06-22,2011-04-19,Superseded,Legislature,Split,,ia_2000_state_upper_2001-06-22.json,ia_2000_state_upper_2001-06-22.zip,ia_2000_state_upper_2001-06-22.pdf
IA,2000,State Lower,100,Advisory commission,,Split,D,,"20 D, 30 R",,"44 D, 56 R",,,2001-06-22,2001-06-22,2011-04-19,Superseded,Legislature,Split,,ia_2000_state_lower_2001-06-22.json,ia_2000_state_lower_2001-06-22.zip,ia_2000_state_lower_2001-06-22.pdf
IA,2010,Congress,4,Advisory commission,,Split,R,,"26 D, 24 R",,"40 D, 60 R",,,2011-04-19,2011-04-19,2021-11-04,Superseded,Legislature,Split,https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19.json,ia_2010_congress_2011-04-19.zip,ia_2010_congress_2011-04-19.pdf
IA,2010,State Upper,50,Advisory commission,,Split,R,,"26 D, 24 R",,"40 D, 60 R",,,2011-04-19,2011-04-19,2021-11-04,Superseded,Legislature,Split,https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_state_upper_2011-04-19.json,ia_2010_state_upper_2011-04-19.zip,ia_2010_state_upper_2011-04-19.pdf
IA,2010,State Lower,100,Advisory commission,,Split,R,,"26 D, 24 R",,"40 D, 60 R",,,2011-04-19,2011-04-19,2021-11-04,Superseded,Legislature,Split,https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_state_lower_2011-04-19.json,ia_2010_state_lower_2011-04-19.zip,ia_2010_state_lower_2011-04-19.pdf
IA,2020,Congress,4,Advisory commission,,Republican,R,,"18 D, 32 R",,"41 D, 59 R",,,2021-11-04,2021-11-04,2031-06-30,Active,Legislature,Republican,https://www.legis.iowa.gov/legislators/redistricting,ia_2020_congress_2021-11-04.json,ia_2020_congress_2021-11-04.zip,ia_2020_congress_2021-11-04.pdf
IA,2020,State Upper,50,Advisory commission,,Republican,R,,"18 D, 32 R",,"41 D, 59 R",,,2021-11-04,2021-11-04,2031-06-30,Active,Advisory commission,Split,https://www.legis.iowa.gov/legislators/redistricting,ia_2020_state_upper_2021-11-04.json,ia_2020_state_upper_2021-11-04.zip,ia_2020_state_upper_2021-11-04.pdf
IA,2020,State Lower,100,Advisory commission,,Republican,R,,"18 D, 32 R",,"41 D, 59 R",,,2021-11-04,2021-11-04,2031-06-30,Active,Legislature,Republican,https://www.legis.iowa.gov/legislators/redistricting,ia_2020_state_lower_2021-11-04.json,ia_2020_state_lower_2021-11-04.zip,ia_2020_state_lower_2021-11-04.pdf
ID,2000,Congress,2,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,,2001-08-28,2001-08-28,2011-10-17,Superseded,Independent commission,Split,,id_2000_congress_2001-08-28.json,id_2000_congress_2001-08-28.zip,id_2000_congress_2001-08-28.pdf
ID,2000,State Upper,35,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,court sent map back to commission,2001-08-28,2001-08-28,2002-01-08,Struck by state court,Independent commission,Split,,id_2000_state_upper_2001-08-28.json,id_2000_state_upper_2001-08-28.zip,id_2000_state_upper_2001-08-28.pdf
ID,2000,State Lower,70,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,court sent map back to commission,2001-08-28,2001-08-28,2002-01-08,Struck by state court,Independent commission,Split,,id_2000_state_lower_2001-08-28.json,id_2000_state_lower_2001-08-28.zip,id_2000_state_lower_2001-08-28.pdf
ID,2000,State Upper,35,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,court sent map back to commission,2002-01-08,2002-01-08,2002-03-09,Struck by state court,Independent commission,Split,,id_2000_state_upper_2002-01-08.json,id_2000_state_upper_2002-01-08.zip,id_2000_state_upper_2002-01-08.pdf
ID,2000,State Lower,70,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,court sent map back to commission,2002-01-08,2002-01-08,2002-03-09,Struck by state court,Independent commission,Split,,id_2000_state_lower_2002-01-08.json,id_2000_state_lower_2002-01-08.zip,id_2000_state_lower_2002-01-08.pdf
ID,2000,State Upper,35,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,rejected challenge to commission map,2002-03-09,2002-03-09,2011-10-14,Superseded,Independent commission,Split,,id_2000_state_upper_2002-03-09.json,id_2000_state_upper_2002-03-09.zip,id_2000_state_upper_2002-03-09.pdf
ID,2000,State Lower,70,Independent commission,,Split,R,No role,"3D, 32 R",No role,"9 D, 61 R",No role,rejected challenge to commission map,2002-03-09,2002-03-09,2011-10-14,Superseded,Independent commission,Split,,id_2000_state_lower_2002-03-09.json,id_2000_state_lower_2002-03-09.zip,id_2000_state_lower_2002-03-09.pdf
ID,2010,Congress,2,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"13 D, 57 R",No role,,2011-10-17,2011-10-17,2021-11-12,Superseded,Independent commission,Split,https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17.json,id_2010_congress_2011-10-17.zip,id_2010_congress_2011-10-17.pdf
ID,2010,State Upper,35,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"13 D, 57 R",No role,Court sent map back to commission,2011-10-14,2011-10-14,2012-01-27,Struck by state court,Independent commission,Split,,id_2010_state_upper_2011-10-14.json,id_2010_state_upper_2011-10-14.zip,id_2010_state_upper_2011-10-14.pdf
ID,2010,State Upper,35,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"13 D, 57 R",No role,Court sent map back to commission,2012-01-27,2012-01-27,2021-11-12,Superseded,Independent commission,Split,https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/L93Districts.zip,id_2010_state_upper_2012-01-27.json,id_2010_state_upper_2012-01-27.zip,id_2010_state_upper_2012-01-27.pdf
ID,2010,State Lower,70,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"13 D, 57 R",No role,Court sent map back to commission,2011-10-14,2011-10-14,2012-01-27,Struck by state court,Independent commission,Split,,id_2010_state_lower_2011-10-14.json,id_2010_state_lower_2011-10-14.zip,id_2010_state_lower_2011-10-14.pdf
ID,2010,State Lower,70,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"13 D, 57 R",No role,Court sent map back to commission,2012-01-27,2012-01-27,2021-11-12,Superseded,Independent commission,Split,https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/L93Districts.zip,id_2010_state_lower_2012-01-27.json,id_2010_state_lower_2012-01-27.zip,id_2010_state_lower_2012-01-27.pdf
ID,2020,Congress,2,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"12 D, 58 R",No role,rejected challenge to commission map,2021-11-12,2021-11-12,2031-06-30,Active,Independent commission,Nonpartisan,,id_2020_congress_2021-11-12.json,id_2020_congress_2021-11-12.zip,id_2020_congress_2021-11-12.pdf
ID,2020,State Upper,35,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"12 D, 58 R",No role,rejected challenge to commission map,2021-11-12,2021-11-12,2031-06-30,Active,Independent commission,Nonpartisan,,id_2020_state_upper_2021-11-12.json,id_2020_state_upper_2021-11-12.zip,id_2020_state_upper_2021-11-12.pdf
ID,2020,State Lower,70,Independent commission,,Split,R,No role,"7 D, 28 R",No role,"12 D, 58 R",No role,rejected challenge to commission map,2021-11-12,2021-11-12,2031-06-30,Active,Independent commission,Nonpartisan,,id_2020_state_lower_2021-11-12.json,id_2020_state_lower_2021-11-12.zip,id_2020_state_lower_2021-11-12.pdf
IL,2000,Congress,19,Legislature,,Split,R,,"27 D, 32 R",,"62 D, 56 R",,rejected challenge to leg. map,2001-05-31,2001-05-31,2011-06-24,Superseded,Legislature,Split,,il_2000_congress_2001-05-31.json,il_2000_congress_2001-05-31.zip,il_2000_congress_2001-05-31.pdf
IL,2000,State Upper,59,Backup commission,,Split,R,,"27 D, 32 R",,"62 D, 56 R",,rejected challenge to commission map,2001-09-25,2001-09-25,2011-06-03,Superseded,Backup commission,Democratic,,il_2000_state_upper_2001-09-25.json,il_2000_state_upper_2001-09-25.zip,il_2000_state_upper_2001-09-25.pdf
IL,2000,State Lower,118,Backup commission,,Split,R,,"27 D, 32 R",,"62 D, 56 R",,rejected challenge to commission map,2001-09-25,2001-09-25,2011-06-03,Superseded,Backup commission,Democratic,,il_2000_state_lower_2001-09-25.json,il_2000_state_lower_2001-09-25.zip,il_2000_state_lower_2001-09-25.pdf
IL,2010,Congress,18,Legislature,,Democratic,D,,"35 D, 24 R",,"64 D, 54 R",,Rejected challenge to leg. map,2011-06-24,2011-06-24,2021-11-23,Superseded,Legislature,Democratic,http://ilhousedems.com/redistricting/2011-maps/Congressional_Proposed_Districts_PDFS/PA%2097-14%20Congl%20shp%20files.zip,il_2010_congress_2011-06-24.json,il_2010_congress_2011-06-24.zip,il_2010_congress_2011-06-24.pdf
IL,2010,State Upper,59,Backup commission,,Democratic,D,,"35 D, 24 R",,"64 D, 54 R",,Rejected challenge to leg. map,2011-06-03,2011-06-03,2021-06-04,Superseded,Legislature,Democratic,http://ilhousedems.com/redistricting/2011-maps/Legislative_Districts_Public_Act/House%20and%20Senate%20shape%20files.zip,il_2010_state_upper_2011-06-03.json,il_2010_state_upper_2011-06-03.zip,il_2010_state_upper_2011-06-03.pdf
IL,2010,State Lower,118,Backup commission,,Democratic,D,,"35 D, 24 R",,"64 D, 54 R",,Rejected challenge to leg. map,2011-06-03,2011-06-03,2021-06-04,Superseded,Legislature,Democratic,http://ilhousedems.com/redistricting/2011-maps/Legislative_Districts_Public_Act/House%20and%20Senate%20shape%20files.zip,il_2010_state_lower_2011-06-03.json,il_2010_state_lower_2011-06-03.zip,il_2010_state_lower_2011-06-03.pdf
IL,2020,Congress,17,Legislature,Vetoproof,Democratic,D,,"41 D, 18 R",,"73 D, 45 R",,,2021-11-23,2021-11-23,2031-06-30,Active,Legislature,Democratic,,il_2020_congress_2021-11-23.json,il_2020_congress_2021-11-23.zip,il_2020_congress_2021-11-23.pdf
IL,2020,State Upper,59,Backup commission,Vetoproof,Democratic,D,,"41 D, 18 R",,"73 D, 45 R",,court sent map back to legislature,2021-06-04,2021-06-04,2021-09-24,Superseded,Legislature,Democratic,https://www.google.com/maps/d/u/0/viewer?mid=17Y0xXfLplX4vwFbDS9C3YTodON3Bx7JD&ll=39.79510521942542%2C-89.50414500000001&z=7,il_2020_state_upper_2021-06-04.json,il_2020_state_upper_2021-06-04.zip,il_2020_state_upper_2021-06-04.pdf
IL,2020,State Upper,59,Backup commission,Vetoproof,Democratic,D,,"41 D, 18 R",,"73 D, 45 R",,rejected challenge to leg. map,2021-09-24,2021-09-24,2031-06-30,Active,Legislature,Democratic,,il_2020_state_upper_2021-09-24.json,il_2020_state_upper_2021-09-24.zip,il_2020_state_upper_2021-09-24.pdf
IL,2020,State Lower,118,Backup commission,Vetoproof,Democratic,D,,"41 D, 18 R",,"73 D, 45 R",,court sent map back to legislature,2021-06-04,2021-06-04,2021-09-24,Superseded,Legislature,Democratic,https://www.google.com/maps/d/u/2/viewer?mid=1Rs-85ic7W0nBZ2QPiXsGIazZicynzIco&ll=39.79510521942542%2C-89.50414500000001&z=7,il_2020_state_lower_2021-06-04.json,il_2020_state_lower_2021-06-04.zip,il_2020_state_lower_2021-06-04.pdf
IL,2020,State Lower,118,Backup commission,Vetoproof,Democratic,D,,"41 D, 18 R",,"73 D, 45 R",,rejected challenge to leg. map,2021-09-24,2021-09-24,2031-06-30,Active,Legislature,Democratic,,il_2020_state_lower_2021-09-24.json,il_2020_state_lower_2021-09-24.zip,il_2020_state_lower_2021-09-24.pdf
IN,2000,Congress,9,Backup commission,,Split,D,,"18 D, 32 R",,"52 D, 46 R",,,2001-05-10,2001-05-10,2011-05-10,Superseded,Backup commission,Democratic,,in_2000_congress_2001-05-10.json,in_2000_congress_2001-05-10.zip,in_2000_congress_2001-05-10.pdf
IN,2000,State Upper,50,Legislature,,Split,D,,"18 D, 32 R",,"52 D, 46 R",,,2001-05-10,2001-05-10,2011-05-10,Superseded,Legislature,Split,,in_2000_state_upper_2001-05-10.json,in_2000_state_upper_2001-05-10.zip,in_2000_state_upper_2001-05-10.pdf
IN,2000,State Lower,100,Legislature,,Split,D,,"18 D, 32 R",,"52 D, 46 R",,,2001-05-10,2001-05-10,2011-05-10,Superseded,Legislature,Split,,in_2000_state_lower_2001-05-10.json,in_2000_state_lower_2001-05-10.zip,in_2000_state_lower_2001-05-10.pdf
IN,2010,Congress,9,Backup commission,,Republican,R,,"13 D, 37 R",,"40 D, 59 R",,,2011-05-10,2011-05-10,2022-11-08,Superseded,Legislature,Republican,http://maps.indiana.edu/download/Government/Congress_113th_Districts.zip,in_2010_congress_2011-05-10.json,in_2010_congress_2011-05-10.zip,in_2010_congress_2011-05-10.pdf
IN,2010,State Upper,50,Legislature,,Republican,R,,"13 D, 37 R",,"40 D, 59 R",,,2011-05-10,2011-05-10,2022-11-08,Superseded,Legislature,Republican,http://maps.indiana.edu/download/Government/General_Assembly_118th_Senate.zip,in_2010_state_upper_2011-05-10.json,in_2010_state_upper_2011-05-10.zip,in_2010_state_upper_2011-05-10.pdf
IN,2010,State Lower,98,Legislature,,Republican,R,,"13 D, 37 R",,"40 D, 59 R",,,2011-05-10,2011-05-10,2022-11-08,Superseded,Legislature,Republican,http://maps.indiana.edu/download/Government/General_Assembly_118th_House.zip,in_2010_state_lower_2011-05-10.json,in_2010_state_lower_2011-05-10.zip,in_2010_state_lower_2011-05-10.pdf
IN,2020,Congress,9,Backup commission,Vetoproof,Republican,R,,"11 D, 39 R",,"29 D, 71 R",,,2021-10-04,2022-11-08,2031-06-30,Active,Legislature,Republican,https://www.indianahouserepublicans.com/,in_2020_congress_2022-11-08.json,in_2020_congress_2022-11-08.zip,in_2020_congress_2022-11-08.pdf
IN,2020,State Upper,50,Legislature,Vetoproof,Republican,R,,"11 D, 39 R",,"29 D, 71 R",,,2021-10-04,2022-11-08,2031-06-30,Active,Legislature,Republican,https://www.indianahouserepublicans.com/,in_2020_state_upper_2022-11-08.json,in_2020_state_upper_2022-11-08.zip,in_2020_state_upper_2022-11-08.pdf
IN,2020,State Lower,98,Legislature,Vetoproof,Republican,R,,"11 D, 39 R",,"29 D, 71 R",,,2021-10-04,2022-11-08,2031-06-30,Active,Legislature,Republican,https://www.indianahouserepublicans.com/,in_2020_state_lower_2022-11-08.json,in_2020_state_lower_2022-11-08.zip,in_2020_state_lower_2022-11-08.pdf
KS,2000,Congress,4,Legislature,,Republican,R,,"10 D, 30 R",,"46 D, 79 R",,rejected challenge to leg. map,2002-05-31,2002-05-31,2012-06-07,Superseded,Legislature,Republican,,ks_2000_congress_2002-05-31.json,ks_2000_congress_2002-05-31.zip,ks_2000_congress_2002-05-31.pdf
KS,2000,State Upper,40,Legislature,,Republican,R,,"10 D, 30 R",,"46 D, 79 R",,rejected challenge to leg. map,2002-04-08,2002-04-08,2012-06-07,Superseded,Legislature,Republican,,ks_2000_state_upper_2002-04-08.json,ks_2000_state_upper_2002-04-08.zip,ks_2000_state_upper_2002-04-08.pdf
KS,2000,State Lower,125,Legislature,,Republican,R,,"10 D, 30 R",,"46 D, 79 R",,rejected challenge to leg. map,2002-03-11,2002-03-11,2012-06-07,Superseded,Legislature,Republican,,ks_2000_state_lower_2002-03-11.json,ks_2000_state_lower_2002-03-11.zip,ks_2000_state_lower_2002-03-11.pdf
KS,2010,Congress,4,Legislature,,Republican,R,,"8 D, 32 R",,"33 D, 92 R",,Court drew map (not legislature),2012-06-07,2012-06-07,2022-02-10,Superseded,Federal court,n/a,http://www.kslegresearch.org/KLRD-web/2012LDP/District_Court/shape/ks_cong_2012.zip,ks_2010_congress_2012-06-07.json,ks_2010_congress_2012-06-07.zip,ks_2010_congress_2012-06-07.pdf
KS,2010,State Upper,40,Legislature,,Republican,R,,"8 D, 32 R",,"33 D, 92 R",,Court drew map (not legislature),2012-06-07,2012-06-07,2022-04-21,Superseded,Federal court,n/a,http://www.kslegresearch.org/KLRD-web/2012LDP/District_Court/shape/ks_senate_2012.zip,ks_2010_state_upper_2012-06-07.json,ks_2010_state_upper_2012-06-07.zip,ks_2010_state_upper_2012-06-07.pdf
KS,2010,State Lower,125,Legislature,,Republican,R,,"8 D, 32 R",,"33 D, 92 R",,Court drew map (not legislature),2012-06-07,2012-06-07,2022-04-21,Superseded,Federal court,n/a,http://www.kslegresearch.org/KLRD-web/2012LDP/District_Court/shape/ks_house_2012.zip,ks_2010_state_lower_2012-06-07.json,ks_2010_state_lower_2012-06-07.zip,ks_2010_state_lower_2012-06-07.pdf
KS,2020,Congress,4,Legislature,Vetoproof,Republican,D,,"11 D, 29 R",,"39 D, 86 R",,rejected challenge to leg. map,2022-02-09,2022-02-10,2031-06-30,Active,Legislature,Republican,,ks_2020_congress_2022-02-10.json,ks_2020_congress_2022-02-10.zip,ks_2020_congress_2022-02-10.pdf
KS,2020,State Upper,40,Legislature,Vetoproof,Republican,D,,"11 D, 29 R",,"39 D, 86 R",,,2022-04-15,2022-04-21,2031-06-30,Active,Legislature,Republican,,ks_2020_state_upper_2022-04-21.json,ks_2020_state_upper_2022-04-21.zip,ks_2020_state_upper_2022-04-21.pdf
KS,2020,State Lower,125,Legislature,Vetoproof,Republican,D,,"11 D, 29 R",,"39 D, 86 R",,,2022-04-15,2022-04-21,2031-06-30,Active,Legislature,Republican,,ks_2020_state_lower_2022-04-21.json,ks_2020_state_lower_2022-04-21.zip,ks_2020_state_lower_2022-04-21.pdf
KY,2000,Congress,6,Legislature,,Split,D,,"18 D, 20 R",,"66 D, 34 R",,,2002-01-31,2002-01-31,2012-02-10,Superseded,Legislature,Split,,ky_2000_congress_2002-01-31.json,ky_2000_congress_2002-01-31.zip,ky_2000_congress_2002-01-31.pdf
KY,2000,State Upper,38,Legislature,,Split,D,,"18 D, 20 R",,"66 D, 34 R",,,2002-01-31,2002-01-31,2012-01-20,Superseded,Legislature,Split,,ky_2000_state_upper_2002-01-31.json,ky_2000_state_upper_2002-01-31.zip,ky_2000_state_upper_2002-01-31.pdf
KY,2000,State Lower,100,Legislature,,Split,D,,"18 D, 20 R",,"66 D, 34 R",,,2002-01-31,2002-01-31,2012-01-20,Superseded,Legislature,Split,,ky_2000_state_lower_2002-01-31.json,ky_2000_state_lower_2002-01-31.zip,ky_2000_state_lower_2002-01-31.pdf
KY,2010,Congress,6,Legislature,,Split,D,,"15 D, 22 R",,"58 D, 42 R",,,2012-02-10,2012-02-10,2022-01-20,Superseded,Legislature,Split,https://legislature.ky.gov/Public%20Services/GIS%20contents/CH302C02.zip,ky_2010_congress_2012-02-10.json,ky_2010_congress_2012-02-10.zip,ky_2010_congress_2012-02-10.pdf
KY,2010,State Upper,38,Legislature,,Split,D,,"15 D, 22 R",,"58 D, 42 R",,Court sent map back to legislature,2012-01-20,2012-01-20,2012-02-07,Struck by state court,Legislature,Split,,ky_2010_state_upper_2012-01-20.json,ky_2010_state_upper_2012-01-20.zip,ky_2010_state_upper_2012-01-20.pdf
KY,2010,State Upper,38,Legislature,,Split,D,,"18 D, 20 R",,"64 D, 36 R",,,2002-01-31,2012-02-07,2013-08-23,Superseded,Legislature,Split,https://legislature.ky.gov/Public%20Services/GIS%20contents/kysen02e.zip,ky_2010_state_upper_2012-02-07.json,ky_2010_state_upper_2012-02-07.zip,ky_2010_state_upper_2012-02-07.pdf
KY,2010,State Upper,38,Legislature,,Split,D,,"14 D, 22 R, 1 O",,"55 D, 45 R",,Court sent map back to legislature,2013-08-23,2013-08-23,2022-01-21,Superseded,Legislature,Split,https://legislature.ky.gov/Public%20Services/GIS%20contents/SH001A02.zip,ky_2010_state_upper_2013-08-23.json,ky_2010_state_upper_2013-08-23.zip,ky_2010_state_upper_2013-08-23.pdf
KY,2010,State Lower,100,Legislature,,Split,D,,"15 D, 22 R",,"58 D, 42 R",,Court sent map back to legislature,2012-01-20,2012-01-20,2012-02-07,Struck by state court,Legislature,Split,,ky_2010_state_lower_2012-01-20.json,ky_2010_state_lower_2012-01-20.zip,ky_2010_state_lower_2012-01-20.pdf
KY,2010,State Lower,100,Legislature,,Split,D,,"18 D, 20 R",,"64 D, 36 R",,,2002-01-31,2012-02-07,2013-08-23,Superseded,Legislature,Split,https://legislature.ky.gov/Public%20Services/GIS%20contents/kyhou02e.zip,ky_2010_state_lower_2012-02-07.json,ky_2010_state_lower_2012-02-07.zip,ky_2010_state_lower_2012-02-07.pdf
